notification_id,app_source,sender_type,content_type,time_slot,hour,user_context,notification_text,base_importance,eff_importance,true_optimal_action
9313,email,academic_inst,announcement,late_night,22,sleeping,Library hours extended during exam week,4.0,2.2,BATCH
9314,instagram,known_friend,personal_chat,class_pm,15,studying,Hey! Long time 😊,3.2,2.45,MUTE
9315,whatsapp,known_friend,personal_chat,evening,18,studying,Can you call me when you get a chance?,4.0,3.25,BATCH
9316,unknown,spam,spam,class_pm,15,in_class,Free data offer! Click the link to activate,1.1,0.5,MUTE
9317,email,promotional,discount_offer,class_am,11,in_class,Flash sale: Coursera courses from Rs.499 today only,2.0,0.9,MUTE
9318,email,unknown_sender,phishing,evening,19,with_family,Security alert: Unusual login detected on your account,1.3,0.9,MUTE
9319,email,academic_inst,grade_update,late_night,23,relaxing,Your Quiz 3 grades have been released on the portal,4.4,4.4,NOW
9320,email,academic_inst,deadline_reminder,class_pm,16,in_class,Reminder: Assignment 2 submission closes tomorrow at 11:59 PM,4.8,3.7,BATCH
9321,whatsapp,group_academic,assignment_update,class_am,10,in_class,Team: don't forget the submission is due Friday 11:59 PM,4.2,3.1,BATCH
9322,whatsapp,group_academic,group_chat,night,2,sleeping,Who has the textbook PDF? Please share,3.2,1.4,MUTE
9323,instagram,unknown,promo_offer,afternoon,15,studying,Your story views are up! See who's watching,1.5,0.75,MUTE
9324,unknown,spam,spam,afternoon,17,studying,Your KYC is pending — complete now to avoid suspension,1.1,0.5,MUTE
9325,news_promo,promotional,discount_offer,afternoon,17,relaxing,Student discount activated: 25% off your next purchase,1.8,1.8,MUTE
9326,news_promo,promotional,discount_offer,afternoon,17,studying,Big Billion Days starts tomorrow! Set your reminders,1.8,1.05,MUTE
9327,whatsapp,unknown,spam,late_night,22,relaxing,Investment opportunity: 40% monthly returns guaranteed,1.2,1.2,BATCH
9328,instagram,known_friend,social_invite,afternoon,15,relaxing,Notification from instagram,2.5,2.5,BATCH
9329,email,known_contact,professional,afternoon,17,studying,Your application has been received,3.6,2.85,BATCH
9330,instagram,rare_contact,media_share,class_am,11,in_class,Shared something with you,2.3,1.2,MUTE
9331,whatsapp,group_social,event_invite,night,2,relaxing,"Hostel cricket tournament, team registration due today",3.0,3.0,BATCH
9332,whatsapp,group_academic,assignment_update,evening,18,studying,Can someone take notes today? I'll be late to class,4.2,3.45,NOW
9333,instagram,known_friend,personal_chat,late_night,21,sleeping,Haha I saw your post 😂,3.2,1.4,MUTE
9334,news_promo,promotional,discount_offer,afternoon,15,studying,Student discount activated: 25% off your next purchase,1.8,1.05,MUTE
9335,academic,professor,announcement,morning,6,studying,Correction to textbook problem 3.4 — see the errata,4.2,3.45,BATCH
9336,news_promo,promotional,discount_offer,evening,20,studying,Student discount activated: 25% off your next purchase,1.8,1.05,MUTE
9337,email,promotional,newsletter,lunch,13,relaxing,Top tech news this week — your morning briefing,1.8,1.8,MUTE
9338,instagram,known_friend,personal_chat,evening,20,relaxing,Hey! Long time 😊,3.2,3.2,NOW
9339,academic,professor,assignment,morning,7,studying,Assignment 3 has been posted. Due: Sunday 11:59 PM,4.8,4.05,NOW
9340,email,academic_inst,announcement,afternoon,16,studying,Tomorrow's Data Structures lecture is cancelled,4.0,3.25,NOW
9341,email,promotional,newsletter,late_night,22,studying,Substack: 3 new posts from writers you follow,1.8,1.05,MUTE
9342,news_promo,promotional,discount_offer,evening,20,studying,Student discount activated: 25% off your next purchase,1.8,1.05,MUTE
9343,news_promo,promotional,app_update,lunch,12,relaxing,New features unlocked in your app,1.4,1.4,MUTE
9344,whatsapp,group_social,media_share,evening,19,with_family,Notification from whatsapp,2.5,2.1,BATCH
9345,instagram,unknown,spam,morning,7,waking_up,Earn money from home! 500+ students already enrolled,1.2,1.0,MUTE
9346,academic,system,deadline,evening,18,with_friends,WARNING: You have not submitted Assignment 3 yet,4.7,4.4,NOW
9347,instagram,rare_contact,social_chat,class_am,9,in_class,Replied to your story,2.65,1.55,MUTE
9348,email,promotional,discount_offer,class_am,9,in_class,Weekend sale: up to 60% off on study materials,2.0,0.9,MUTE
9349,instagram,known_friend,media_share,class_pm,15,in_class,Sent you a meme,2.5,1.4,MUTE
9350,academic,system,grade_update,evening,20,studying,A new grade has been entered for your course,4.3,3.55,BATCH
9351,email,unknown_sender,phishing,night,5,sleeping,Security alert: Unusual login detected on your account,1.3,0.5,MUTE
9352,email,known_contact,professional,afternoon,17,relaxing,Your application has been received,3.6,3.6,NOW
9353,unknown,spam,spam,afternoon,17,relaxing,Congratulations! You are our lucky winner today,1.1,1.1,MUTE
9354,academic,professor,announcement,late_night,23,relaxing,Office hours moved to Friday 2-4 PM this week,4.2,4.2,NOW
9355,whatsapp,unknown,spam,afternoon,17,with_friends,Urgent: your account will be suspended. Verify now: bit.ly/xxx,1.2,0.9,MUTE
9356,instagram,unknown,promo_offer,lunch,13,with_friends,Exclusive deal just for you — 30% off premium,1.5,1.2,MUTE
9357,academic,professor,announcement,morning,8,waking_up,Correction to textbook problem 3.4 — see the errata,4.2,4.0,NOW
9358,academic,system,deadline,class_am,10,relaxing,WARNING: You have not submitted Assignment 3 yet,4.7,4.7,NOW
9359,instagram,known_friend,social_invite,morning,8,relaxing,Notification from instagram,2.5,2.5,BATCH
9360,news_promo,promotional,newsletter,afternoon,17,relaxing,Breaking: Markets hit record high today,1.6,1.6,MUTE
9361,academic,system,grade_update,evening,20,with_family,Attendance record updated — please review,4.3,3.9,NOW
9362,academic,system,grade_update,morning,6,relaxing,Your GPA has been updated for this term,4.3,4.3,NOW
9363,academic,system,grade_update,night,5,relaxing,A new grade has been entered for your course,4.3,4.3,NOW
9364,academic,professor,grade,class_pm,14,in_class,Grades for Assignment 2 have been released,4.6,3.5,NOW
9365,whatsapp,group_academic,assignment_update,evening,18,studying,Can someone take notes today? I'll be late to class,4.2,3.45,NOW
9366,unknown,spam,spam,class_am,10,in_class,"Earn Rs.5,000 daily from home — no experience needed",1.1,0.5,MUTE
9367,whatsapp,known_friend,personal_chat,afternoon,15,relaxing,Can you call me when you get a chance?,4.0,4.0,NOW
9368,whatsapp,known_friend,personal_chat,afternoon,16,relaxing,Just wanted to check in on you,4.0,4.0,NOW
9369,instagram,rare_contact,media_share,evening,18,relaxing,Shared something with you,2.3,2.3,BATCH
9370,academic,system,deadline,evening,18,with_friends,Reminder: 3 days left to submit Assignment 4,4.7,4.4,NOW
9371,instagram,known_friend,media_share,late_night,21,sleeping,Sent you a reel,2.5,0.7,MUTE
9372,academic,professor,assignment,evening,20,studying,Your assignment submission was received successfully,4.8,4.05,NOW
9373,whatsapp,group_academic,assignment_update,night,0,relaxing,Who's doing which section of the report?,4.2,4.2,NOW
9374,whatsapp,unknown,promo_offer,night,4,sleeping,Your Swiggy order has been delivered. Rate your experience!,1.8,0.5,MUTE
9375,email,academic_inst,grade_update,afternoon,17,with_friends,Mid-term results are now available on the student portal,4.4,4.1,NOW
9376,whatsapp,group_academic,meeting_reminder,class_pm,14,studying,"Meeting moved to 5:30, library room 204",3.9,3.15,BATCH
9377,instagram,unknown,spam,evening,18,studying,You've been selected for a collaboration! DM for details,1.2,0.5,MUTE
9378,whatsapp,group_social,social_chat,class_pm,14,in_class,Anyone up for badminton after 5?,2.8,1.7,MUTE
9379,instagram,rare_contact,media_share,lunch,12,with_friends,Sent you a reel,2.3,2.0,BATCH
9380,academic,professor,grade,lunch,13,with_friends,Your mid-term exam score has been posted,4.6,4.3,NOW
9381,news_promo,promotional,discount_offer,late_night,21,relaxing,Limited time: Buy 1 Get 1 Free on all beverages,1.8,1.8,MUTE
9382,unknown,spam,spam,lunch,13,with_friends,Your loan has been approved — collect details,1.1,0.8,MUTE
9383,instagram,rare_contact,media_share,evening,18,with_family,Sent you a reel,2.3,1.9,BATCH
9384,academic,system,grade_update,afternoon,16,studying,Attendance record updated — please review,4.3,3.55,NOW
9385,unknown,spam,spam,class_am,10,studying,"Earn Rs.5,000 daily from home — no experience needed",1.1,0.5,MUTE
9386,email,known_contact,professional,evening,18,relaxing,Re: Research internship — follow-up needed,3.6,3.6,NOW
9387,whatsapp,group_social,social_chat,class_pm,14,studying,Random question: does anyone know a good barber nearby?,2.8,2.05,BATCH
9388,instagram,known_friend,personal_chat,class_am,11,studying,Replied to your story,3.2,2.45,BATCH
9389,instagram,known_friend,social_invite,class_am,11,in_class,Notification from instagram,2.5,1.4,MUTE
9390,whatsapp,group_academic,assignment_update,night,2,relaxing,Team: don't forget the submission is due Friday 11:59 PM,4.2,4.2,NOW
9391,news_promo,promotional,app_update,lunch,12,with_friends,New features unlocked in your app,1.4,1.1,MUTE
9392,instagram,rare_contact,media_share,evening,18,studying,Sent you a reel,2.3,1.55,MUTE
9393,academic,professor,announcement,class_am,10,studying,Guest lecture next Tuesday — attendance is mandatory,4.2,3.45,NOW
9394,academic,system,system_alert,evening,19,with_friends,The portal will be down for maintenance Sunday 2-4 AM,3.5,3.2,BATCH
9395,academic,system,deadline,morning,7,waking_up,WARNING: You have not submitted Assignment 3 yet,4.7,4.5,NOW
9396,academic,system,deadline,night,2,sleeping,Reminder: 3 days left to submit Assignment 4,4.7,2.9,BATCH
9397,instagram,known_friend,personal_chat,class_pm,15,in_class,Hey! Long time 😊,3.2,2.1,BATCH
9398,whatsapp,known_friend,social_invite,class_am,9,studying,"Group dinner plan for Saturday, save the date",3.5,2.75,NOW
9399,whatsapp,group_social,social_chat,lunch,13,with_friends,Guys the mess food today is actually decent 😂,2.8,2.5,BATCH
9400,email,promotional,discount_offer,class_am,9,in_class,🎉 Exclusive student offer: 40% off Spotify Premium,2.0,0.9,MUTE
9401,news_promo,promotional,newsletter,class_am,9,in_class,This week in tech: AI takes over search,1.6,0.5,MUTE
9402,academic,professor,announcement,late_night,23,studying,Guest lecture next Tuesday — attendance is mandatory,4.2,3.45,NOW
9403,whatsapp,known_friend,personal_chat,evening,20,studying,Hey are you free tonight?,4.0,3.25,BATCH
9404,instagram,rare_contact,social_chat,night,4,relaxing,Commented on your post,2.65,2.65,BATCH
9405,news_promo,promotional,app_update,late_night,21,relaxing,Update available for an app on your phone,1.4,1.4,MUTE
9406,instagram,rare_contact,media_share,lunch,12,studying,Sent you a reel,2.3,1.55,MUTE
9407,instagram,known_friend,media_share,evening,20,with_friends,Shared a post with you,2.5,2.2,BATCH
9408,email,promotional,newsletter,night,1,studying,Substack: 3 new posts from writers you follow,1.8,1.05,MUTE
9409,instagram,unknown,promo_offer,class_pm,16,in_class,New followers waiting! Boost your profile now,1.5,0.5,MUTE
9410,instagram,unknown,promo_offer,evening,20,studying,Your story views are up! See who's watching,1.5,0.75,MUTE
9411,email,known_contact,personal_chat,morning,8,studying,Catch up soon?,3.2,2.45,BATCH
9412,instagram,rare_contact,media_share,class_am,9,studying,Shared something with you,2.3,1.55,BATCH
9413,instagram,unknown,promo_offer,class_pm,16,in_class,Your story views are up! See who's watching,1.5,0.5,MUTE
9414,whatsapp,known_friend,media_share,afternoon,16,studying,"This song is stuck in my head, sharing",2.8,2.05,MUTE
9415,whatsapp,known_friend,personal_chat,lunch,12,relaxing,Did you finish the readings for tomorrow?,4.0,4.0,NOW
9416,academic,professor,assignment,evening,19,with_family,Your assignment submission was received successfully,4.8,4.4,NOW
9417,academic,system,grade_update,late_night,21,studying,Your GPA has been updated for this term,4.3,3.55,NOW
9418,email,known_contact,personal_chat,class_am,10,in_class,Wanted to share this opportunity with you,3.2,2.1,BATCH
9419,email,academic_inst,announcement,class_am,9,relaxing,Campus placement drive next week — mandatory attendance,4.0,4.0,BATCH
9420,instagram,known_friend,media_share,evening,20,with_family,Sent you a meme,2.5,2.1,BATCH
9421,news_promo,promotional,newsletter,afternoon,16,studying,Your Inshorts morning briefing is ready,1.6,0.85,MUTE
9422,news_promo,promotional,discount_offer,afternoon,17,studying,Your wishlist items are on sale now,1.8,1.05,MUTE
9423,academic,professor,announcement,night,5,studying,Correction to textbook problem 3.4 — see the errata,4.2,3.45,NOW
9424,email,unknown_sender,phishing,lunch,12,with_friends,"You have a pending refund of Rs.3,200 — provide details",1.3,1.0,MUTE
9425,whatsapp,unknown,promo_offer,night,5,sleeping,OFFER: Get 50% off your next Zomato order! Code: SAVE50,1.8,0.5,MUTE
9426,instagram,unknown,promo_offer,lunch,12,relaxing,Your story views are up! See who's watching,1.5,1.5,MUTE
9427,whatsapp,group_academic,meeting_reminder,class_pm,15,studying,"Team sync call in 20 minutes, Google Meet link in chat",3.9,3.15,BATCH
9428,instagram,known_friend,media_share,evening,18,relaxing,Sent you a reel,2.5,2.5,BATCH
9429,email,promotional,discount_offer,afternoon,17,studying,🎉 Exclusive student offer: 40% off Spotify Premium,2.0,1.25,MUTE
9430,whatsapp,known_friend,personal_chat,afternoon,15,relaxing,Missing you! When are we hanging out?,4.0,4.0,NOW
9431,instagram,unknown,spam,evening,18,with_friends,"Free followers! 10,000 real followers in 24hrs",1.2,0.9,MUTE
9432,instagram,known_friend,media_share,class_pm,14,studying,Tagged you in a photo,2.5,1.75,BATCH
9433,whatsapp,known_friend,personal_chat,morning,8,relaxing,Can you call me when you get a chance?,4.0,4.0,NOW
9434,email,unknown_sender,phishing,evening,19,relaxing,Your university account will be suspended — verify now,1.3,1.3,MUTE
9435,instagram,rare_contact,social_chat,evening,20,with_family,Commented on your post,2.65,2.25,BATCH
9436,whatsapp,unknown,promo_offer,morning,7,relaxing,OFFER: Get 50% off your next Zomato order! Code: SAVE50,1.8,1.8,MUTE
9437,whatsapp,unknown,spam,lunch,12,relaxing,FREE iPhone giveaway! Limited slots. Register immediately,1.2,1.2,MUTE
9438,whatsapp,unknown,spam,late_night,22,relaxing,You have won a gift voucher worth Rs.5000. Claim here,1.2,1.2,MUTE
9439,news_promo,promotional,app_update,afternoon,16,relaxing,New features unlocked in your app,1.4,1.4,MUTE
9440,academic,professor,assignment,afternoon,17,relaxing,Your assignment submission was received successfully,4.8,4.8,NOW
9441,whatsapp,known_friend,personal_chat,class_pm,16,in_class,Missing you! When are we hanging out?,4.0,2.9,NOW
9442,instagram,rare_contact,media_share,afternoon,15,studying,Shared something with you,2.3,1.55,MUTE
9443,email,academic_inst,announcement,morning,8,studying,New resource uploaded: Week 8 slides and problem set,4.0,3.25,NOW
9444,whatsapp,known_friend,personal_chat,evening,19,relaxing,Hey are you free tonight?,4.0,4.0,NOW
9445,whatsapp,known_friend,personal_chat,evening,19,with_family,Did you finish the readings for tomorrow?,4.0,3.6,NOW
9446,academic,system,deadline,late_night,22,sleeping,Reminder: 3 days left to submit Assignment 4,4.7,2.9,BATCH
9447,instagram,known_friend,media_share,lunch,13,relaxing,Sent you a meme,2.5,2.5,BATCH
9448,email,known_contact,professional,class_pm,14,in_class,Re: Research internship — follow-up needed,3.6,2.5,BATCH
9449,whatsapp,group_social,social_chat,class_am,11,relaxing,Random question: does anyone know a good barber nearby?,2.8,2.8,BATCH
9450,instagram,unknown,spam,late_night,21,relaxing,"Free followers! 10,000 real followers in 24hrs",1.2,1.2,MUTE
9451,whatsapp,known_friend,personal_chat,evening,19,with_family,Missing you! When are we hanging out?,4.0,3.6,BATCH
9452,email,promotional,discount_offer,class_pm,16,relaxing,Flash sale: Coursera courses from Rs.499 today only,2.0,2.0,MUTE
9453,email,promotional,newsletter,evening,18,relaxing,Substack: 3 new posts from writers you follow,1.8,1.8,MUTE
9454,whatsapp,known_friend,personal_chat,class_pm,16,in_class,Missing you! When are we hanging out?,4.0,2.9,NOW
9455,whatsapp,known_friend,personal_chat,morning,8,studying,Dude you need to see this,4.0,3.25,NOW
9456,academic,system,deadline,class_am,11,in_class,WARNING: You have not submitted Assignment 3 yet,4.7,3.6,NOW
9457,whatsapp,known_friend,personal_chat,evening,19,with_friends,Bro did you see what happened?,4.0,3.7,NOW
9458,whatsapp,group_academic,group_chat,class_am,9,in_class,"Notes uploaded to the drive, everyone download",3.2,2.1,NOW
9459,academic,professor,assignment,class_pm,15,studying,Your assignment submission was received successfully,4.8,4.05,NOW
9460,whatsapp,unknown,spam,night,3,sleeping,Investment opportunity: 40% monthly returns guaranteed,1.2,0.5,MUTE
9461,email,promotional,newsletter,late_night,22,relaxing,Substack: 3 new posts from writers you follow,1.8,1.8,MUTE
9462,whatsapp,known_friend,social_invite,late_night,21,relaxing,"We're heading to the canteen, join us?",3.5,3.5,NOW
9463,academic,system,grade_update,afternoon,16,studying,Attendance record updated — please review,4.3,3.55,NOW
9464,instagram,known_friend,personal_chat,class_pm,16,in_class,Hey! Long time 😊,3.2,2.1,BATCH
9465,whatsapp,unknown,promo_offer,afternoon,16,studying,Flash sale! Electronics up to 70% off. Expires midnight,1.8,1.05,MUTE
9466,email,academic_inst,deadline_reminder,class_am,9,studying,Your internship application deadline is this Friday,4.8,4.05,NOW
9467,whatsapp,group_social,media_share,evening,20,with_family,Notification from whatsapp,2.5,2.1,BATCH
9468,whatsapp,known_friend,social_invite,late_night,22,relaxing,"Party at Priya's tonight, you in?",3.5,3.5,NOW
9469,email,academic_inst,grade_update,class_pm,15,relaxing,Your Quiz 3 grades have been released on the portal,4.4,4.4,NOW
9470,news_promo,promotional,newsletter,late_night,22,studying,Your Inshorts morning briefing is ready,1.6,0.85,MUTE
9471,instagram,known_friend,media_share,class_pm,15,in_class,Tagged you in a photo,2.5,1.4,MUTE
9472,instagram,known_friend,personal_chat,evening,18,relaxing,Replied to your story,3.2,3.2,BATCH
9473,email,promotional,discount_offer,late_night,23,studying,Your Amazon Prime renewal — special rate for students,2.0,1.25,MUTE
9474,academic,professor,assignment,class_pm,15,in_class,Your assignment submission was received successfully,4.8,3.7,NOW
9475,email,known_contact,professional,class_pm,14,relaxing,Meeting request: Can we sync this week?,3.6,3.6,NOW
9476,academic,professor,grade,class_am,11,in_class,Your mid-term exam score has been posted,4.6,3.5,NOW
9477,whatsapp,unknown,spam,class_pm,15,in_class,Urgent: your account will be suspended. Verify now: bit.ly/xxx,1.2,0.5,MUTE
9478,email,known_contact,professional,late_night,22,sleeping,Your application has been received,3.6,1.8,MUTE
9479,unknown,spam,spam,evening,18,studying,URGENT: Your SIM card will be blocked in 24 hours,1.1,0.5,MUTE
9480,academic,system,deadline,afternoon,17,with_friends,Reminder: 3 days left to submit Assignment 4,4.7,4.4,NOW
9481,email,academic_inst,grade_update,morning,6,relaxing,Mid-term results are now available on the student portal,4.4,4.4,NOW
9482,whatsapp,known_friend,social_invite,evening,19,with_family,"Party at Priya's tonight, you in?",3.5,3.1,NOW
9483,whatsapp,group_academic,meeting_reminder,afternoon,15,studying,"Study group at 6 PM in the library, confirm attendance",3.9,3.15,BATCH
9484,news_promo,promotional,discount_offer,evening,19,with_family,Today's deals: iPhone 15 at lowest price ever,1.8,1.4,BATCH
9485,whatsapp,known_friend,social_invite,morning,6,waking_up,"Group dinner plan for Saturday, save the date",3.5,3.3,NOW
9486,academic,system,system_alert,night,5,sleeping,Your profile is incomplete — update before registration,3.5,1.7,MUTE
9487,instagram,unknown,promo_offer,night,2,sleeping,New followers waiting! Boost your profile now,1.5,0.5,MUTE
9488,academic,system,grade_update,lunch,13,with_friends,A new grade has been entered for your course,4.3,4.0,NOW
9489,instagram,unknown,promo_offer,evening,19,with_family,Your story views are up! See who's watching,1.5,1.1,MUTE
9490,whatsapp,group_social,event_invite,class_pm,16,in_class,"Freshers' night this Friday, we're all going right?",3.0,1.9,BATCH
9491,whatsapp,group_social,social_chat,morning,7,waking_up,Random question: does anyone know a good barber nearby?,2.8,2.6,BATCH
9492,instagram,unknown,spam,class_pm,16,in_class,You've been selected for a collaboration! DM for details,1.2,0.5,MUTE
9493,whatsapp,group_academic,assignment_update,class_am,9,in_class,Reminder: group presentation is next Monday,4.2,3.1,BATCH
9494,whatsapp,known_friend,social_invite,afternoon,17,relaxing,"Movie night at 8, everyone's coming",3.5,3.5,NOW
9495,whatsapp,group_social,media_share,morning,7,waking_up,Notification from whatsapp,2.5,2.3,BATCH
9496,academic,system,deadline,night,1,sleeping,WARNING: You have not submitted Assignment 3 yet,4.7,2.9,BATCH
9497,email,known_contact,professional,class_pm,15,in_class,Re: Research internship — follow-up needed,3.6,2.5,BATCH
9498,instagram,known_friend,personal_chat,class_pm,14,studying,Sent you a message,3.2,2.45,BATCH
9499,instagram,unknown,promo_offer,class_pm,16,in_class,Exclusive deal just for you — 30% off premium,1.5,0.5,MUTE
9500,email,academic_inst,deadline_reminder,class_pm,14,studying,Final submission deadline: 3 days remaining,4.8,4.05,NOW
9501,news_promo,promotional,discount_offer,morning,8,relaxing,Today's deals: iPhone 15 at lowest price ever,1.8,1.8,BATCH
9502,whatsapp,unknown,spam,class_am,11,studying,FREE iPhone giveaway! Limited slots. Register immediately,1.2,0.5,MUTE
9503,whatsapp,known_friend,personal_chat,morning,7,studying,Just wanted to check in on you,4.0,3.25,NOW
9504,news_promo,promotional,newsletter,night,2,sleeping,Your personalized news digest for today,1.6,0.5,MUTE
9505,news_promo,promotional,app_update,class_pm,15,relaxing,Performance improvements in your latest update,1.4,1.4,MUTE
9506,whatsapp,known_friend,social_invite,class_pm,15,in_class,"We're heading to the canteen, join us?",3.5,2.4,BATCH
9507,email,promotional,discount_offer,evening,18,with_friends,Your Amazon Prime renewal — special rate for students,2.0,1.7,MUTE
9508,email,known_contact,personal_chat,night,1,sleeping,Wanted to share this opportunity with you,3.2,1.4,BATCH
9509,instagram,rare_contact,media_share,class_pm,16,in_class,Shared something with you,2.3,1.2,MUTE
9510,instagram,unknown,promo_offer,night,4,sleeping,Exclusive deal just for you — 30% off premium,1.5,0.5,MUTE
9511,email,promotional,newsletter,afternoon,15,studying,Substack: 3 new posts from writers you follow,1.8,1.05,MUTE
9512,email,unknown_sender,phishing,class_am,9,studying,"You have a pending refund of Rs.3,200 — provide details",1.3,0.55,MUTE
9513,whatsapp,unknown,spam,afternoon,16,relaxing,You have won a gift voucher worth Rs.5000. Claim here,1.2,1.2,BATCH
9514,academic,system,deadline,class_pm,14,in_class,Reminder: 3 days left to submit Assignment 4,4.7,3.6,NOW
9515,whatsapp,known_friend,personal_chat,evening,19,relaxing,Are you coming to the thing later?,4.0,4.0,NOW
9516,whatsapp,unknown,spam,morning,6,studying,Urgent: your account will be suspended. Verify now: bit.ly/xxx,1.2,0.5,MUTE
9517,academic,system,deadline,afternoon,17,studying,Your submission window closes in 12 hours,4.7,3.95,NOW
9518,instagram,unknown,promo_offer,lunch,13,relaxing,New followers waiting! Boost your profile now,1.5,1.5,MUTE
9519,whatsapp,unknown,promo_offer,class_am,9,in_class,OFFER: Get 50% off your next Zomato order! Code: SAVE50,1.8,0.7,MUTE
9520,whatsapp,known_friend,media_share,late_night,23,studying,This meme is literally you 😭,2.8,2.05,BATCH
9521,instagram,rare_contact,social_chat,afternoon,16,studying,Started following you,2.65,1.9,MUTE
9522,whatsapp,group_social,social_chat,late_night,21,studying,Anyone up for badminton after 5?,2.8,2.05,BATCH
9523,email,promotional,newsletter,late_night,21,relaxing,Substack: 3 new posts from writers you follow,1.8,1.8,MUTE
9524,academic,system,deadline,class_am,11,in_class,Reminder: 3 days left to submit Assignment 4,4.7,3.6,NOW
9525,whatsapp,group_social,event_invite,afternoon,16,studying,"Hostel cricket tournament, team registration due today",3.0,2.25,BATCH
9526,whatsapp,known_friend,media_share,class_am,11,in_class,Look at this article I found,2.8,1.7,MUTE
9527,academic,system,deadline,night,5,sleeping,Reminder: 3 days left to submit Assignment 4,4.7,2.9,BATCH
9528,whatsapp,known_friend,personal_chat,morning,6,waking_up,Did you finish the readings for tomorrow?,4.0,3.8,NOW
9529,whatsapp,group_social,social_chat,night,4,relaxing,Long weekend plans??,2.8,2.8,BATCH
9530,unknown,spam,spam,morning,7,studying,Congratulations! You are our lucky winner today,1.1,0.5,MUTE
9531,academic,professor,assignment,afternoon,16,studying,Take-home quiz released. Attempt by Thursday,4.8,4.05,NOW
9532,email,promotional,discount_offer,late_night,22,relaxing,🎉 Exclusive student offer: 40% off Spotify Premium,2.0,2.0,BATCH
9533,news_promo,promotional,discount_offer,evening,18,with_friends,Student discount activated: 25% off your next purchase,1.8,1.5,MUTE
9534,unknown,spam,spam,lunch,13,relaxing,URGENT: Your SIM card will be blocked in 24 hours,1.1,1.1,MUTE
9535,email,unknown_sender,registration,afternoon,15,studying,Urgent: Your academic record needs attention,3.5,2.75,BATCH
9536,whatsapp,group_social,event_invite,lunch,12,studying,"Freshers' night this Friday, we're all going right?",3.0,2.25,BATCH
9537,instagram,known_friend,social_invite,late_night,21,studying,Notification from instagram,2.5,1.75,BATCH
9538,instagram,known_friend,social_invite,evening,19,with_family,Notification from instagram,2.5,2.1,BATCH
9539,academic,system,grade_update,evening,20,studying,Attendance record updated — please review,4.3,3.55,NOW
9540,instagram,known_friend,personal_chat,class_am,10,in_class,Sent you a message,3.2,2.1,BATCH
9541,whatsapp,known_friend,personal_chat,evening,19,relaxing,Just wanted to check in on you,4.0,4.0,NOW
9542,instagram,rare_contact,media_share,class_pm,14,studying,Sent you a reel,2.3,1.55,MUTE
9543,whatsapp,group_social,social_chat,late_night,22,relaxing,Long weekend plans??,2.8,2.8,NOW
9544,whatsapp,known_friend,media_share,late_night,21,studying,This meme is literally you 😭,2.8,2.05,MUTE
9545,unknown,spam,spam,class_pm,15,in_class,Your loan has been approved — collect details,1.1,0.5,MUTE
9546,whatsapp,known_friend,personal_chat,lunch,12,relaxing,Did you finish the readings for tomorrow?,4.0,4.0,NOW
9547,academic,professor,grade,evening,18,with_friends,Grades for Assignment 2 have been released,4.6,4.3,NOW
9548,whatsapp,group_academic,assignment_update,late_night,23,relaxing,Can someone take notes today? I'll be late to class,4.2,4.2,NOW
9549,news_promo,promotional,app_update,evening,19,studying,Update available for an app on your phone,1.4,0.65,MUTE
9550,whatsapp,known_friend,media_share,evening,18,relaxing,"This song is stuck in my head, sharing",2.8,2.8,BATCH
9551,whatsapp,known_friend,media_share,evening,20,relaxing,"This song is stuck in my head, sharing",2.8,2.8,BATCH
9552,whatsapp,known_friend,personal_chat,afternoon,15,studying,Can you call me when you get a chance?,4.0,3.25,BATCH
9553,instagram,rare_contact,social_chat,morning,8,studying,Commented on your post,2.65,1.9,BATCH
9554,whatsapp,group_academic,meeting_reminder,class_am,10,in_class,"Team sync call in 20 minutes, Google Meet link in chat",3.9,2.8,BATCH
9555,whatsapp,unknown,spam,late_night,21,relaxing,You have won a gift voucher worth Rs.5000. Claim here,1.2,1.2,MUTE
9556,news_promo,promotional,discount_offer,evening,20,with_family,Today's deals: iPhone 15 at lowest price ever,1.8,1.4,BATCH
9557,whatsapp,known_friend,social_invite,night,3,sleeping,Come join us at the library,3.5,1.7,MUTE
9558,instagram,rare_contact,social_chat,lunch,12,relaxing,Started following you,2.65,2.65,BATCH
9559,instagram,rare_contact,media_share,class_am,10,studying,Shared something with you,2.3,1.55,BATCH
9560,academic,professor,announcement,class_am,10,in_class,Office hours moved to Friday 2-4 PM this week,4.2,3.1,BATCH
9561,whatsapp,group_academic,assignment_update,morning,7,relaxing,Can someone take notes today? I'll be late to class,4.2,4.2,NOW
9562,instagram,unknown,promo_offer,class_am,10,in_class,Exclusive deal just for you — 30% off premium,1.5,0.5,MUTE
9563,whatsapp,known_friend,media_share,class_am,11,in_class,"This song is stuck in my head, sharing",2.8,1.7,MUTE
9564,email,academic_inst,announcement,class_pm,16,studying,New resource uploaded: Week 8 slides and problem set,4.0,3.25,BATCH
9565,academic,professor,assignment,evening,19,with_friends,Your assignment submission was received successfully,4.8,4.5,NOW
9566,instagram,rare_contact,social_chat,class_am,9,studying,Started following you,2.65,1.9,MUTE
9567,instagram,known_friend,personal_chat,class_pm,16,studying,Hey! Long time 😊,3.2,2.45,BATCH
9568,email,known_contact,professional,class_pm,16,studying,Re: Research internship — follow-up needed,3.6,2.85,NOW
